,0
1,0.5378211470515775
16,0.46144246151093554
38,0.3205336015971627
17,0.3048230100616894
7,0.30328017836002047
15,0.2956147943286078
22,0.2682187981532955
50,0.2604104197050515
12,0.25660845361847606
6,0.24440648205636212
